"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"PAA","PHARMAUST LIMITED","2001-10-05","Pharmaceuticals, Biotechnology & Life Sciences",29139153
"PAB","PATRYS LIMITED","2007-07-13","Pharmaceuticals, Biotechnology & Life Sciences",99938856
"PAC","PACIFIC CURRENT GROUP LIMITED","1987-09-25","Diversified Financials",287691257
"PAF","PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED","2014-05-22","Not Applic",54368825
"PAI","PLATINUM ASIA INVESTMENTS LIMITED","2015-09-21","Not Applic",431317070
"PAK","PACIFIC AMERICAN HOLDINGS LIMITED","2007-12-20","Materials",6053113
"PAL","PALLA PHARMA LIMITED","2015-08-13","Pharmaceuticals, Biotechnology & Life Sciences",59098304
"PAM","PAN ASIA METALS LIMITED","2020-10-08","Materials",18271492
"PAN","PANORAMIC RESOURCES LIMITED","2001-09-14","Materials",297382531
"PAR","PARADIGM BIOPHARMACEUTICALS LIMITED..","2015-08-19","Pharmaceuticals, Biotechnology & Life Sciences",491998408
"PBH","POINTSBET HOLDINGS LIMITED","2019-06-12","Consumer Services",2656979904
"PBP","PROBIOTEC LIMITED","2006-11-14","Pharmaceuticals, Biotechnology & Life Sciences",175758029
"PBX","PACIFIC BAUXITE LIMITED","2007-05-25","Materials","N/A"
"PCG","PENGANA CAPITAL GROUP LIMITED","2001-02-28","Diversified Financials",165611400
"PCH","PROPERTY CONNECT HOLDINGS LIMITED","2000-02-23","Media & Entertainment",685863
"PCI","PERPETUAL CREDIT INCOME TRUST","2019-05-14","Not Applic",420513387
"PCK","PAINCHEK LTD","2012-05-01","Health Care Equipment & Services",69861898
"PCL","PANCONTINENTAL OIL & GAS NL","1986-09-11","Energy",9010073
"PDI","PREDICTIVE DISCOVERY LIMITED","2010-12-01","Materials",112895766
"PDL","PENDAL GROUP LIMITED","2007-12-10","Diversified Financials",3016031343
"PDN","PALADIN ENERGY LTD","1994-03-29","Energy",1231767943
"PDZ","PRAIRIE MINING LIMITED","1993-09-06","Materials",59372323
"PE1","PENGANA PRIVATE EQUITY TRUST","2019-04-30","Not Applic",297251291
"PEC","PERPETUAL RESOURCES LIMITED","2013-02-28","Materials",52418124
"PEK","PEAK RESOURCES LIMITED","2006-11-29","Materials",170131300
"PEN","PENINSULA ENERGY LIMITED","1994-05-26","Energy",147402744
"PET","PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED","2002-08-16","Commercial & Professional Services","N/A"
"PEX","PEEL MINING LIMITED","2007-05-17","Materials",102433950
"PF1","PATHFINDER RESOURCES LTD","2020-11-04","Materials",19129494
"PFG","PRIME FINANCIAL GROUP LIMITED","2004-12-07","Diversified Financials",18946277
"PFP","PROPEL FUNERAL PARTNERS LIMITED","2017-11-23","Consumer Services",377795940
"PFT","PURE FOODS TASMANIA LIMITED","2005-12-19","Food, Beverage & Tobacco",36325641
"PG1","PEARL GLOBAL LIMITED","2006-11-02","Commercial & Professional Services",20087957
"PGC","PARAGON CARE LIMITED","1999-10-15","Health Care Equipment & Services",96297308
"PGD","PEREGRINE GOLD LTD","2021-03-31","Materials",13331006
"PGF","PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED","2013-12-12","Not Applic",550374919
"PGG","PARTNERS GROUP GLOBAL INCOME FUND","2019-09-26","Not Applic",514495469
"PGH","PACT GROUP HOLDINGS LTD","2013-12-17","Materials",1248696750
"PGL","PROSPA GROUP LIMITED.","2019-06-11","Diversified Financials",135701669
"PGM","PLATINA RESOURCES LIMITED","2006-05-29","Materials",31473487
"PGY","PILOT ENERGY LIMITED","2006-04-20","Energy","N/A"
"PH2","PURE HYDROGEN CORPORATION LIMITED","2013-03-12","Energy",64344552
"PHL","PROPELL HOLDINGS LIMITED","2021-04-14","Diversified Financials",11494819
"PIA","PENGANA INTERNATIONAL EQUITIES LIMITED","2004-03-19","Not Applic",320122702
"PIC","PERPETUAL EQUITY INVESTMENT COMPANY LIMITED","2014-12-18","Not Applic",452448466
"PIL","PEPPERMINT INNOVATION LIMITED","2008-05-29","Software & Services",27010807
"PIQ","PROTEOMICS INTERNATIONAL LABORATORIES LTD","2015-04-16","Pharmaceuticals, Biotechnology & Life Sciences",102049699
"PKD","PARKD LTD","2017-12-06","Commercial & Professional Services",4208406
"PKO","PEAKO LIMITED","2009-12-02","Materials",6721896
"PKS","PKS HOLDINGS LIMITED","2019-06-06","Health Care Equipment & Services",89864560
"PL8","PLATO INCOME MAXIMISER LIMITED.","2017-05-05","Not Applic",529114956
"PLL","PIEDMONT LITHIUM INC.","1983-03-28","Materials",1385958904
"PLS","PILBARA MINERALS LIMITED","2007-09-19","Materials",3910925916
"PLT","PLENTI GROUP LIMITED","2020-09-23","Diversified Financials",204397473
"PLY","PLAYSIDE STUDIOS LIMITED","2020-12-17","Media & Entertainment",106293178
"PMC","PLATINUM CAPITAL LIMITED","1994-06-29","Not Applic",447045663
"PME","PRO MEDICUS LIMITED","2000-10-10","Health Care Equipment & Services",5669109626
"PMV","PREMIER INVESTMENTS LIMITED","1987-12-15","Retailing",4449779492
"PNC","PIONEER CREDIT LIMITED","2014-05-01","Diversified Financials",35701593
"PNI","PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED","2007-06-19","Diversified Financials",1945862691
"PNL","PARINGA RESOURCES LIMITED","2012-12-20","Energy","N/A"
"PNM","PACIFIC NICKEL MINES LIMITED","2002-11-26","Materials",8595801
"PNN","PEPINNINI MINERALS LIMITED","2005-04-15","Materials",11207169
"PNR","PANTORO LIMITED","1987-05-21","Materials",295763628
"PNV","POLYNOVO LIMITED","1998-11-26","Health Care Equipment & Services",1838658762
"PNX","PNX METALS LIMITED","2008-02-12","Materials",29217548
"PO3","PURIFLOH LIMITED","2010-12-30","Utilities",56742296
"POD","PODIUM MINERALS LIMITED","2018-02-28","Materials",158405480
"POL","POLYMETALS RESOURCES LTD",,"Class Pend",0
"POS","POSEIDON NICKEL LIMITED","1993-11-29","Materials",196659040
"POW","PROTEAN ENERGY LIMITED","2006-12-21","Capital Goods",7156743
"PPC","PEET LIMITED","2004-08-05","Real Estate",560628567
"PPE","PEOPLE INFRASTRUCTURE LTD","2017-11-22","Commercial & Professional Services",418750970
"PPG","PRO-PAC PACKAGING LIMITED","2005-04-27","Materials",154110384
"PPH","PUSHPAY HOLDINGS LIMITED","2016-10-12","Software & Services",1821752607
"PPK","PPK GROUP LIMITED","1994-12-21","Capital Goods",1193294026
"PPL","PUREPROFILE LTD","2015-07-29","Media & Entertainment",27501099
"PPM","PEPPER MONEY LIMITED","2021-05-25","Banks",1177875833
"PPS","PRAEMIUM LIMITED","2006-05-11","Software & Services",506617926
"PPT","PERPETUAL LIMITED","1964-06-24","Diversified Financials",2156007663
"PPY","PAPYRUS AUSTRALIA LIMITED","2005-04-15","Materials",11975899
"PRL","PROVINCE RESOURCES LTD","1994-02-09","Materials",150074074
"PRM","PROMINENCE ENERGY NL","1992-01-23","Energy",9796439
"PRN","PERENTI GLOBAL LIMITED","1994-01-06","Materials",457791894
"PRO","PROPHECY INTERNATIONAL HOLDINGS LIMITED","1998-04-22","Software & Services",32348247
"PRS","PROSPECH LIMITED.","2020-12-04","Materials",12361803
"PRT","PRIME MEDIA GROUP LIMITED","1984-08-30","Media & Entertainment",86087621
"PRU","PERSEUS MINING LIMITED","2004-09-22","Materials",1649584490
"PRX","PRODIGY GOLD NL","1986-08-21","Materials",24966987
"PSA","PETSEC ENERGY LIMITED","1980-12-01","Energy","N/A"
"PSC","PROSPECT RESOURCES LIMITED","2009-12-04","Materials",69075428
"PSI","PSC INSURANCE GROUP LIMITED","2015-12-15","Insurance",1065406502
"PSL","PATERSON RESOURCES LTD","2006-10-18","Materials",12998492
"PSQ","PACIFIC SMILES GROUP LIMITED","2014-11-21","Health Care Equipment & Services",430871233
"PTB","PTB GROUP LIMITED","2006-12-18","Capital Goods",87880235
"PTG","PROPTECH GROUP LIMITED","2015-12-10","Software & Services",93273225
"PTL","PENTAL LIMITED","2000-08-29","Household & Personal Products",55862760
"PTM","PLATINUM ASSET MANAGEMENT LIMITED","2007-05-23","Diversified Financials",2798458353
"PTR","PETRATHERM LTD","2004-07-27","Materials",13924246
"PTX","PRESCIENT THERAPEUTICS LIMITED","1986-12-19","Pharmaceuticals, Biotechnology & Life Sciences",134516132
"PUA","PEAK MINERALS LIMITED","2003-07-17","Materials",11986702
"PUR","PURSUIT MINERALS LTD","2008-09-10","Materials",63609990
"PVE","PO VALLEY ENERGY LIMITED","2004-12-14","Energy",22007728
"PVL","POWERHOUSE VENTURES LIMITED","2016-10-12","Diversified Financials",8810602
"PVS","PIVOTAL SYSTEMS CORPORATION","2018-07-02","Semiconductors & Semiconductor Equipment",161339615
"PVW","PVW RESOURCES LIMITED","2009-11-12","Materials",11018239
"PWG","PRIMEWEST","2019-11-08","Real Estate",551205490
"PWH","PWR HOLDINGS LIMITED","2015-11-18","Automobiles & Components",655175722
"PWN","PARKWAY MINERALS NL","2011-05-13","Materials",24159405
"PWNCA","PARKWAY MINERALS NL","2011-05-13","Materials",24159405
"PWR","PETER WARREN AUTOMOTIVE HOLDINGS LIMITED","2021-04-27","Retailing",601264283
"PX1","PLEXURE GROUP LIMITED","2020-11-25","Software & Services",107536124
"PXS","PHARMAXIS LTD","2003-11-10","Pharmaceuticals, Biotechnology & Life Sciences",33014196
"PXX","POLARX LIMITED","2012-12-21","Materials",20838719
"PYC","PYC THERAPEUTICS LIMITED","2005-03-30","Pharmaceuticals, Biotechnology & Life Sciences",508948176
"PYG","PAYGROUP LIMITED","2018-05-29","Software & Services",53260747
"PYR","PAYRIGHT LIMITED","2020-12-23","Diversified Financials",45887005
"QAN","QANTAS AIRWAYS LIMITED","1995-07-31","Transportation",8807828740
"QBE","QBE INSURANCE GROUP LIMITED","1973-06-28","Insurance",16094038945
"QEM","QEM LIMITED","2018-10-19","Materials",16500000
"QFE","QUICKFEE LIMITED","2019-07-11","Diversified Financials",62216347
"QGL","QUANTUM GRAPHITE LIMITED","2014-01-06","Materials","N/A"
"QHL","QUICKSTEP HOLDINGS LIMITED","2005-10-17","Capital Goods",33664659
"QIP","QANTM INTELLECTUAL PROPERTY LIMITED","2016-08-31","Commercial & Professional Services",159190158
"QML","QMINES LIMITED","2021-05-06","Materials",37027354
"QPM","QUEENSLAND PACIFIC METALS LIMITED","2008-03-14","Materials",177442136
"QRI","QUALITAS REAL ESTATE INCOME FUND","2018-11-27","Not Applic",422773434
"QTG","Q TECHNOLOGY GROUP LIMITED","1987-12-02","Technology Hardware & Equipment","N/A"
"QTM","QUANTUM HEALTH GROUP LIMITED","1993-08-30","Health Care Equipment & Services",63185264
"QUB","QUBE HOLDINGS LIMITED","2007-01-04","Transportation",6006924268
"QUE","QUESTE COMMUNICATIONS LIMITED","1998-11-11","Diversified Financials",1488978
"QVE","QV EQUITIES LIMITED","2014-08-22","Not Applic",241397040
"QXR","QX RESOURCES LIMITED","2011-02-17","Materials",9329072
"R3D","R3D RESOURCES LIMITED","2004-12-17","Media & Entertainment","N/A"
"RAC","RACE ONCOLOGY LTD","2016-07-13","Pharmaceuticals, Biotechnology & Life Sciences",530768119
"RAG","RAGNAR METALS LIMITED","2005-03-31","Materials",10669732
"RAN","RANGE INTERNATIONAL LIMITED","2016-07-22","Materials",5867829
"RAP","RESAPP HEALTH LIMITED","2005-01-12","Health Care Equipment & Services",38663868
"RAS","RAGUSA MINERALS LTD","2010-07-13","Diversified Financials",8443256
"RBD","RESTAURANT BRANDS NEW ZEALAND LIMITED","2017-09-28","Consumer Services",1540767759
"RBL","REDBUBBLE LIMITED","2016-05-16","Retailing",892001927
"RBR","RBR GROUP LIMITED","2007-02-02","Materials",7691881
"RCE","RECCE PHARMACEUTICALS LTD","2016-01-15","Pharmaceuticals, Biotechnology & Life Sciences",172040069
"RCL","READCLOUD LIMITED","2018-02-07","Software & Services",43777494
"RCP","REDBANK COPPER LIMITED","1993-12-22","Materials",41252058
"RCR","RINCON RESOURCES LIMITED","2020-12-21","Materials",13347557
"RCT","REEF CASINO TRUST","1994-02-11","Consumer Services",119522486
"RCW","RIGHTCROWD LIMITED","2017-09-18","Software & Services",92353241
"RD1","REGISTRY DIRECT LIMITED","2017-11-01","Software & Services","N/A"
"RDC","REDCAPE HOTEL GROUP","2018-11-30","Consumer Services",579804955
"RDF","REDFLEX HOLDINGS LIMITED",,,
"RDG","RESOURCE DEVELOPMENT GROUP LIMITED","2011-05-19","Capital Goods",134885581
"RDH","REDHILL EDUCATION LIMITED","2010-09-21","Consumer Services",40169885
"RDM","RED METAL LIMITED","2003-10-27","Materials",33154885
"RDN","RAIDEN RESOURCES LIMITED","1987-03-12","Materials",30307580
"RDS","REDSTONE RESOURCES LIMITED","2006-08-03","Materials",9346988
"RDY","READYTECH HOLDINGS LIMITED","2019-04-17","Software & Services",218600521
"REA","REA GROUP LTD","1999-12-01","Media & Entertainment",21730639852
"RED","RED 5 LIMITED","1996-10-16","Materials",410606568
"REE","RAREX LIMITED","2007-07-11","Materials",33886570
"REF","REVERSE CORP LIMITED","2005-12-16","Telecommunication Services","N/A"
"REG","REGIS HEALTHCARE LIMITED","2014-10-07","Health Care Equipment & Services",586522117
"REH","REECE LIMITED","1974-01-01","Capital Goods",14650921225
"RES","RESOURCE GENERATION LIMITED","2003-10-31","Energy","N/A"
"REX","REGIONAL EXPRESS HOLDINGS LIMITED","2005-11-09","Transportation",134388338
"REY","REY RESOURCES LIMITED","2006-06-05","Energy",50862609
"REZ","RESOURCES & ENERGY GROUP LIMITED","2005-03-11","Materials",13382104
"RF1","REGAL INVESTMENT FUND","2019-06-17","Not Applic",566190987
"RFF","RURAL FUNDS GROUP","2014-02-14","Real Estate",842953379
"RFG","RETAIL FOOD GROUP LIMITED","2006-06-22","Consumer Services",148406664
"RFR","RAFAELLA RESOURCES LTD.","2018-07-26","Materials",14487927
"RFT","RECTIFIER TECHNOLOGIES LTD","1994-09-22","Capital Goods",49525222
"RFX","REDFLOW LIMITED","2010-12-14","Capital Goods",76842027
"RGI","ROTO-GRO INTERNATIONAL LIMITED","2017-02-10","Capital Goods",12028633
"RGL","RIVERSGOLD LIMITED","2017-10-10","Materials",16565730
"RGS","REGENEUS LTD","2013-09-19","Pharmaceuticals, Biotechnology & Life Sciences",23979531
"RHC","RAMSAY HEALTH CARE LIMITED","1997-09-24","Health Care Equipment & Services",14833823301
"RHI","RED HILL IRON LIMITED","2006-02-14","Materials",68859871
"RHP","RHIPE LIMITED","2005-03-17","Software & Services",314902360
"RHT","RESONANCE HEALTH LIMITED","1987-10-23","Health Care Equipment & Services",72631062
"RHY","RHYTHM BIOSCIENCES LIMITED","2017-12-07","Health Care Equipment & Services",192062270
"RIC","RIDLEY CORPORATION LIMITED","1987-08-13","Food, Beverage & Tobacco",357834372
"RIE","RIEDEL RESOURCES LIMITED","2011-01-31","Materials",14440606
"RIM","RIMFIRE PACIFIC MINING NL","1997-03-04","Materials",14449958
"RIO","RIO TINTO LIMITED","1962-09-19","Materials",44564506731
"RKN","RECKON LIMITED","1999-07-19","Software & Services",88369969
"RLC","REEDY LAGOON CORPORATION LIMITED","2007-06-22","Materials",7990445
"RLG","ROOLIFE GROUP LTD","2016-11-16","Media & Entertainment",16812840
"RLT","RENERGEN LIMITED","2019-06-06","Energy",222524959
"RMC","RESIMAC GROUP LTD","2001-03-19","Banks",988338796
"RMD","RESMED INC","1999-11-25","Health Care Equipment & Services",45905811528
"RMG","RMG LIMITED","1996-04-11","Materials","N/A"
"RMI","RESOURCE MINING CORPORATION LIMITED","1985-02-14","Materials",4236623
"RML","RESOLUTION MINERALS LTD","2017-09-22","Materials",9401272
"RMS","RAMELIUS RESOURCES LIMITED","2003-03-31","Materials",1408249870
"RMT","RMA ENERGY LIMITED","2007-06-07","Materials","N/A"
"RMX","RED MOUNTAIN MINING LIMITED","2011-09-01","Materials",13825047
"RMY","RMA GLOBAL LIMITED","2018-07-05","Media & Entertainment",119839909
"RND","RAND MINING LIMITED","1985-08-15","Materials",82185764
"RNE","RENU ENERGY LIMITED","2002-09-12","Utilities",9426168
"RNO","RHINOMED LIMITED","2007-09-21","Pharmaceuticals, Biotechnology & Life Sciences",41878507
"RNT","RENT.COM.AU LIMITED","1994-05-26","Media & Entertainment",53683321
"RNU","RENASCOR RESOURCES LIMITED","2010-12-15","Energy",135267239
"RNX","RENEGADE EXPLORATION LIMITED","2006-11-14","Materials",6157386
"ROG","RED SKY ENERGY LIMITED.","2007-05-23","Energy",32419955
"ROO","ROOTS SUSTAINABLE AGRICULTURAL TECHNOLOGIES LTD","2017-12-07","Capital Goods",5937623
"RPG","RAPTIS GROUP LIMITED","1986-07-17","Real Estate",1904591
"RPM","RPM AUTOMOTIVE GROUP LIMITED","1983-11-10","Automobiles & Components",46161376
"RRL","REGIS RESOURCES LIMITED","1987-02-19","Materials",1847351232
"RSG","RESOLUTE MINING LIMITED","1979-01-11","Materials",574024207
"RSH","RESPIRI LIMITED","2000-07-14","Health Care Equipment & Services",49876015
"RTE","RETECH TECHNOLOGY CO., LIMITED","2017-06-22","Consumer Services",64050974
"RTG","RTG MINING INC.","2014-06-05","Materials",108844322
"RTR","RUMBLE RESOURCES LIMITED","2011-07-01","Materials",288950402
"RUL","RPMGLOBAL HOLDINGS LIMITED","2008-05-27","Software & Services",401450298
"RVR","RED RIVER RESOURCES LIMITED","2005-07-15","Materials",100966002
"RVS","REVASUM INC.","2018-12-04","Semiconductors & Semiconductor Equipment",33272146
"RWC","RELIANCE WORLDWIDE CORPORATION LIMITED","2016-04-29","Capital Goods",4005780459
"RWD","REWARD MINERALS LTD","1991-12-12","Materials",23334323
"RXH","REWARDLE HOLDINGS LIMITED","2014-10-07","Media & Entertainment",8421144
"RXL","ROX RESOURCES LIMITED","2004-04-27","Materials",66195197
"RXM","REX MINERALS LIMITED","2007-09-20","Materials",128807881
"RYD","RYDER CAPITAL LIMITED","2015-09-28","Not Applic",119695666
"RZI","RAIZ INVEST LIMITED","2018-06-21","Diversified Financials",115975061
"S2R","S2 RESOURCES LTD","2015-10-19","Materials",40935853
"S32","SOUTH32 LIMITED","2015-05-18","Materials",13165053532
"S66","STAR COMBO PHARMA LIMITED","2018-05-16","Household & Personal Products",33678117
"SAN","SAGALIO ENERGY LIMITED","2011-12-15","Energy",4502523
"SAS","SKY AND SPACE COMPANY LTD","2006-05-22","Telecommunication Services","N/A"
"SAU","SOUTHERN GOLD LIMITED","2005-04-21","Materials",15359670
"SB2","SALTER BROTHERS EMERGING COMPANIES LIMITED","2021-06-16","Not Applic",91560285
"SBM","ST BARBARA LIMITED","1969-05-15","Materials",1239041631
"SBR","SABRE RESOURCES LIMITED","1987-12-17","Materials",7573786
"SBW","SHEKEL BRAINWEIGH LTD","2018-11-20","Software & Services",16849250
"SCG","SCENTRE GROUP","2014-06-25","Real Estate",14636866916
"SCI","SILVER CITY MINERALS LIMITED","2011-07-06","Materials",14588031
"SCL","SCHROLE GROUP LTD","2013-11-11","Software & Services",15509861
"SCN","SCORPION MINERALS LIMITED","2007-03-07","Materials",14701072
"SCP","SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP","2012-11-26","Real Estate",2754054580
"SCT","SCOUT SECURITY LIMITED","2017-08-25","Consumer Services",8157670
"SCU","STEMCELL UNITED LIMITED","2000-06-13","Pharmaceuticals, Biotechnology & Life Sciences",16693131
"SDF","STEADFAST GROUP LIMITED","2013-08-02","Insurance",3677761371
"SDG","SUNLAND GROUP LIMITED","1995-02-28","Real Estate",325844646
"SDI","SDI LIMITED","1985-11-07","Health Care Equipment & Services",109356288
"SDV","SCIDEV LTD","2002-05-02","Materials",131447301
"SE1","SENSERA LIMITED","2016-12-23","Semiconductors & Semiconductor Equipment",16682903
"SEC","SPHERIA EMERGING COMPANIES LIMITED","2017-12-05","Not Applic",137744950
"SEG","SPORTS ENTERTAINMENT GROUP LIMITED","2000-11-28","Media & Entertainment",55464253
"SEK","SEEK LIMITED","2005-04-19","Media & Entertainment",11590030828
"SEN","SENETAS CORPORATION LIMITED","1984-06-21","Technology Hardware & Equipment",54107459
"SEQ","SEQUOIA FINANCIAL GROUP LTD","2000-09-19","Diversified Financials",70356713
"SER","STRATEGIC ENERGY RESOURCES LIMITED","1991-08-15","Materials",12333108
"SES","SECOS GROUP LTD","1996-11-21","Materials",139334484
"SFC","SCHAFFER CORPORATION LIMITED","1974-01-01","Automobiles & Components",278073317
"SFG","SEAFARMS GROUP LIMITED","1990-06-14","Food, Beverage & Tobacco",213182771
"SFM","SANTA FE MINERALS LTD","2011-10-07","Materials",6480872
"SFR","SANDFIRE RESOURCES LIMITED","2004-03-04","Materials",1194283931
"SFX","SHEFFIELD RESOURCES LIMITED","2010-12-15","Materials",100355881
"SGC","SACGASCO LIMITED","2005-10-11","Energy",14324800
"SGF","SG FLEET GROUP LIMITED","2014-03-04","Commercial & Professional Services",871371364
"SGH","SLATER & GORDON LIMITED","2007-05-21","Consumer Services",94583624
"SGI","STEALTH GLOBAL HOLDINGS LTD","2018-10-02","Capital Goods",10967000
"SGLLV","RICEGROWERS LIMITED","2019-04-08","Food, Beverage & Tobacco",410330799
"SGM","SIMS LIMITED","2005-10-21","Materials",3154992059
"SGP","STOCKLAND","1987-02-19","Real Estate",11124219945
"SGQ","ST GEORGE MINING LIMITED","2010-11-16","Materials",44189320
"SGR","THE STAR ENTERTAINMENT GROUP LIMITED","2011-06-06","Consumer Services",3493892151
"SHE","STONEHORSE ENERGY LIMITED","2000-07-24","Energy",15079370
"SHG","SINGULAR HEALTH GROUP LTD","2021-02-12","Health Care Equipment & Services",33666629
"SHH","SHREE MINERALS LIMITED","2010-02-18","Materials",12227224
"SHJ","SHINE JUSTICE LTD","2013-05-15","Consumer Services",180192284
"SHL","SONIC HEALTHCARE LIMITED","1987-04-30","Health Care Equipment & Services",17941240720
"SHM","SHRIRO HOLDINGS LIMITED","2015-06-23","Consumer Durables & Apparel",111252375
"SHN","SUNSHINE GOLD LIMITED","2002-01-25","Materials",24903851
"SHO","SPORTSHERO LIMITED","2008-06-12","Media & Entertainment",11399247
"SHP","SOUTH HARZ POTASH LTD","2017-01-20","Materials",34351958
"SHV","SELECT HARVESTS LIMITED","1978-06-15","Food, Beverage & Tobacco",752604556
"SI6","SI6 METALS LIMITED","2008-01-18","Materials",15325863
"SIG","SIGMA HEALTHCARE LIMITED","2002-10-30","Health Care Equipment & Services",635565850
"SIH","SIHAYO GOLD LIMITED","1988-03-31","Materials",36854614
"SIL","SMILES INCLUSIVE LIMITED","2018-04-27","Health Care Equipment & Services","N/A"
"SIO","SIMONDS GROUP LIMITED","2014-11-17","Consumer Durables & Apparel",87743410
"SIQ","SMARTGROUP CORPORATION LTD","2014-07-02","Commercial & Professional Services",958831409
"SIS","SIMBLE SOLUTIONS LIMITED","2018-02-22","Software & Services",8792678
"SIT","SITE GROUP INTERNATIONAL LIMITED","1987-08-21","Consumer Services",9253696
"SIV","SIV CAPITAL LIMITED","2005-05-31","Capital Goods",11584035
"SIX","SPRINTEX LIMITED","2008-05-29","Automobiles & Components",17759621
"SKC","SKYCITY ENTERTAINMENT GROUP LIMITED","1999-03-29","Consumer Services",2349034096
"SKF","SKYFII LTD","1999-12-17","Software & Services",46129213
"SKI","SPARK INFRASTRUCTURE GROUP","2005-12-16","Utilities",3808250788
"SKN","SKIN ELEMENTS LIMITED","2017-01-06","Household & Personal Products","N/A"
"SKO","SERKO LIMITED","2018-06-25","Software & Services",744054524
"SKS","SKS TECHNOLOGIES GROUP LIMITED","1974-01-01","Capital Goods",23756392
"SKT","SKY NETWORK TELEVISION LIMITED.","2005-07-04","Media & Entertainment",262031934
"SKY","SKY METALS LIMITED","2004-03-11","Materials",36588134
"SLA","SILK LASER AUSTRALIA LIMITED","2020-12-15","Health Care Equipment & Services",216731052
"SLC","SUPERLOOP LIMITED","2015-06-04","Telecommunication Services",419071339
"SLK","SEALINK TRAVEL GROUP LIMITED","2013-10-16","Consumer Services",2105366823
"SLR","SILVER LAKE RESOURCES LIMITED","2007-11-14","Materials",1436967763
"SLX","SILEX SYSTEMS LIMITED","1998-05-07","Semiconductors & Semiconductor Equipment",168448156
"SLZ","SULTAN RESOURCES LTD","2018-08-16","Materials",14949894
"SM1","SYNLAIT MILK LIMITED","2016-11-25","Food, Beverage & Tobacco",751920914
"SMG","SOON MINING LIMITED","2016-03-21","Materials","N/A"
"SMI","SANTANA MINERALS LIMITED","2013-05-31","Materials",12543590
"SMN","STRUCTURAL MONITORING SYSTEMS PLC","2004-08-16","Technology Hardware & Equipment",48591542
"SMP","SMARTPAY HOLDINGS LIMITED","2013-09-04","Software & Services",190329865
"SMR","STANMORE RESOURCES LIMITED","2009-12-09","Energy",187932407
"SMX","SECURITY MATTERS LIMITED","2018-10-15","Software & Services",52313270
"SNC","SANDON CAPITAL INVESTMENTS LIMITED","2013-12-23","Not Applic",104790000
"SND","SAUNDERS INTERNATIONAL LIMITED","2007-12-05","Capital Goods",84242578
"SNG","SIREN GOLD LIMITED","2020-10-07","Materials",20452678
"SNL","SUPPLY NETWORK LIMITED","1987-09-10","Retailing",294002618
"SNS","SENSEN NETWORKS LIMITED","2007-05-31","Software & Services",77723735
"SNZ","SUMMERSET GROUP HOLDINGS LIMITED","2013-07-18","Health Care Equipment & Services",2775758525
"SO4","SALT LAKE POTASH LIMITED","2006-11-03","Materials",309194874
"SOL","WASHINGTON H SOUL PATTINSON & COMPANY LIMITED","1903-01-21","Energy",7241708430
"SOM","SOMNOMED LIMITED","2004-08-27","Health Care Equipment & Services",196967170
"SOP","SYNERTEC CORPORATION LIMITED","2013-05-28","Commercial & Professional Services",32877172
"SOR","STRATEGIC ELEMENTS LIMITED","2011-08-11","Diversified Financials",85443576
"SOV","SOVEREIGN CLOUD HOLDINGS LIMITED","2020-12-14","Software & Services",71183301
"SP3","SPECTUR LIMITED","2017-08-01","Technology Hardware & Equipment",7441370
"SPA","SPACETALK LTD","2001-07-17","Media & Entertainment",25634124
"SPK","SPARK NEW ZEALAND LIMITED","1991-08-22","Telecommunication Services",8178007907
"SPL","STARPHARMA HOLDINGS LIMITED","2000-09-28","Pharmaceuticals, Biotechnology & Life Sciences",625360160
"SPN","SPARC TECHNOLOGIES LIMITED","1986-07-03","Materials",19729780
"SPQ","SUPERIOR RESOURCES LIMITED","2007-11-12","Materials",16576029
"SPT","SPLITIT PAYMENTS LTD","2019-01-29","Software & Services",270215510
"SPZ","SMART PARKING LIMITED","2007-01-09","Technology Hardware & Equipment",64589348
"SRG","SRG GLOBAL LIMITED","2007-08-17","Capital Goods",216211261
"SRH","SAFEROADS HOLDINGS LIMITED","2005-12-15","Transportation",8241592
"SRI","SIPA RESOURCES LIMITED","1990-08-23","Materials",9602677
"SRJ","SRJ TECHNOLOGIES GROUP PLC","2020-09-18","Energy",29158765
"SRK","STRIKE RESOURCES LIMITED","2000-03-07","Materials",56700000
"SRL","SUNRISE ENERGY METALS LIMITED","2007-11-09","Commercial & Professional Services",185814289
"SRN","SUREFIRE RESOURCES NL","1999-06-11","Materials",18593077
"SRV","SERVCORP LIMITED","1999-12-06","Real Estate",338862608
"SRY","STORY-I LIMITED","2015-01-20","Retailing","N/A"
"SRZ","STELLAR RESOURCES LIMITED","2005-04-28","Materials",19891640
"SSG","SHAVER SHOP GROUP LIMITED","2016-07-01","Retailing",128168432
"SSL","SIETEL LIMITED","1974-01-01","Real Estate",64700430
"SSM","SERVICE STREAM LIMITED","2004-12-09","Capital Goods",352938194
"SSR","SSR MINING INC.","2020-09-17","Materials",4560503230
"SST","STEAMSHIPS TRADING COMPANY LIMITED","1962-06-30","Capital Goods",283725369
"ST1","SPIRIT TECHNOLOGY SOLUTIONS LTD","1999-10-22","Telecommunication Services",182641773
